,Date,Authentication,Description,Rating
1385,2015-08-11,,"British Airways customer review Flying out on Sunday received call from BA saying they are changing aircraft from A380 to B777 so were asking passengers if they could fly out earlier. I couldn't and there was no pressure to do so by the friendly agent. Check in at Dulles smooth, lounge surprisingly very nice (much above your usual state side) and opposite BA gate. Aircraft B777 full flight, probably around 100 business class passengers so too many to know by name and no effort was made by cabin crew. Seats cramped (as expected). Did not eat on board as had dined in the lounge. A few drinks, part of a film then tried to get some sleep on the 7 hour flight. Landed earlier then expected but then had to wait half hour for luggage . Overall Cabin Crew very good, aircraft clean. Nowadays if I fly First with BA I expect Business and if I fly Business I expect Economy plus. That way I'm not disappointed.",0.1
1386,2015-08-11,,"British Airways customer review Where shall I start, 4 hours delay or the days without my luggage? I came to Nassau for my wedding, me, my wife and our 3 best friends. We arrived to Nassau on Tuesday with 4 hours delay, but the most annoying part just begun. Our wedding was on Friday, me and my wife were without luggage until Thursday, due to hell knows what was going on in BA, my best mate, didn't receive his luggage for a week, and on my wedding he was best man, so I had to give him cloths to wear. We had to change the organized wedding date, to another, 3 days later. He received his luggage on a last day of his staying in Nassau. From the first day arrival, BA was contacting us and saying same thing, the luggage is coming next day, and that was for me 3 days, my friend 1 week. When I received my bag, they lost my key, that I gave in airport in Nassau to BA person, I signed the contract that I agree when my luggage arrive they can open it and check it. They lost my key and I had to cut my bag to eventually get my cloths. The plane was old, but pretty well maintained. Me and my wife slept half flight, but when we woke up, the cabin crew told us that we can't have warm food anymore - we had 3 hours to fly, and  we were hungry. BA, you almost ruined my wedding, you ruined all my friends staying, he received his bag on a last day vacation. All BA flight to Nassau that week were all delayed, from 2 to 6 hours. Never, ever again.",0.7
1387,2015-08-11,,"British Airways customer review This was my first time on a long haul flight with British Airways. I found the seats to be very comfortable until a woman in front pushed her seat right back so then the video screen was almost in my face. She refused to put it back when we asked politely. She got out of her seat and stood on my foot which had been recovering from a broken bone, then laughed with her friend. I detected she could cause trouble so decided it was time to move. I explained to the air hostess who immediately accommodated us. She came back a few minutes later to ask if I would like tea and if all was ok. She also brought a colleague with her. I found the staff to be ultra helpful and pleasant. The food was good quality for economy. Previously I would have flown Air Canada but I think British Airways are a better quality airline. I would have no hesitation in recommending British Airways.",0.1
1388,2015-08-11,,"British Airways customer review I fly 95% for pleasure and often take advantage of Avios reward flights coupled with BA Amex companion offers and with careful planning, we seem to always find something in business for my wife and I and then pay for our 6 yr old boy, which given his age, has to include the half term and summer holiday periods. My best experience recently was flying the to Las Vegas on an ageing B747, but this was overcome by the decision to offer us the option of sitting in the ""Old"" First Cabin, which my wife and I took full advantage of and was very comfortable, quiet and private. We did the same on the way back, but because of an aircraft change we found ourselves flying in a refurbished New First which was the icing on the cake (all of this for just £2000 each in the BA sale). This type of service can also be repeated on short haul with excellent food for an airline. My only gripes are the use of tiny A319's on the Paphos route which is too small a plane for such a long route and I'm not a big fan of the decision to reduce legroom in the new Club Europe, however the exclusion of the middle seat does give enough room for you legs. Having flown with Qantas and Emirates in Y Class recently I genuinely don't believe they are much further ahead of BA, my A380 experience on Qantas was distinctly ordinary for a premium product.",0.9
1389,2015-08-11,,"British Airways customer review Staff was helpful in both cities. The plane was on the older side, but clean. The tv's were not the biggest, but a wide selection of movies, tv shows, and music. The seats were comfortable and a good amount of legroom. The service was great and flight attendants attentive, food was good.",1.0
1390,2015-08-06,,"British Airways customer review A pleasant trip with British Airways as usual but suffered a 60 minute delay, for which the Captain apologised for when we boarded. Inflight entertainment was on mainscreen and showed a range of programs and the onboard service was good, especially as it was a jam packed flight. However, these planes are rather old and neither my seat nor the one next to me had a working headphone jack. British Airways is a standard airline, but not as good as other major scheduled airlines. I find it tends to be rather hit and miss when it comes to the quality of cabin crew and aircraft.",0.5
1391,2015-08-06,,"British Airways customer review If Brirish Airways honestly thinks they are a premium, quality airline they need a look at people like myself who have had one after another bad experiences - arrogance, trading on past glories, old cabins, high prices, the list goes on. I booked a flight to Florence through BA website, received a British Airways e-ticket and only found out on the day when trying to check in that I was flying with Vueling. Never heard of them. To cut a very long story short we were delayed 8 hours, nothing said to us and nothing offered at this stage. At the gate, when we finally got there, one of the customers checked their website to find the flight had not left Italy yet. We informed the ground staff. They did not day a thing. After half an hour trying to get answers from them we were told we would have to wait till the next flight arrived (how long we couldn't be told) and they would then fly us to a different airport 2 hours away and arrange a bus transfer. I headed straight back the the terminal and sought a British Airways rep to try and get an answer, firstly because that is who I booked my ticket through and secondly as Vueling have no representation at the airport. I was told it had nothing to do with British Airways and they couldn't help. I explained the situation again and asked to speak to a Supervisor. I was denied that right. I by chance saw a 'Customer Service Representative' walking past 5 minutes later and asked to speak to him. He looked at me as if I had 2 heads and in the end walked away after calling me an 'ar----le'. 100% true, in the middle of Gatwick North Terminal. My wife and 6 week old child were themselves waiting at Florence 4 hours for me. We were told Vueling were going to try and get us out the following day. But no guarantees. I booked another flight with British Airways to get to my family, and British Airways have offered nothing, not even an apology. Vueling will refund our flight if we go through the correct procedures. British Airways should be ashamed of what they have become.",0.7
1392,2015-08-06,,British Airways customer review British Airways short-haul economy product is fine especially if the flight time is only 50 minutes in the air. British Airways staff are friendly and professional but why has there been such a drastic fall in standards? They try to save money by not serving you napkins with the drink. And the drinks come in plastic cups that could have been more stylish. Little things like these tell a lot about an airline. But at least drinks and snacks were free.,0.1
1393,2015-08-06,,"British Airways customer review British Airways charged me $100.00 for a ""too large"" carry on leaving my destination, even though I used the same carry on traveling to my destination without charge and have never been charged for this carry on - it fit into the carry on size check in front of his eyes but he continued to tell me that it was too big and I needed to be charged. I had to call and email multiple times to get this investigated and which point they told me that day your carry on was too large and you needed to pay the fine, no refund. Will never fly with this company again.",0.8
1394,2015-08-06,,"British Airways customer review From the lack of customer service both in their call centre and from their cabin crew through to not being seated next to my husband on a 24 hour flight, I am thoroughly disappointed with British Airways. My husband and I travelled on separate bookings and were flying back from London to Sydney together. I phoned British Airways 3 days before my flight from London to ask them to link our booking numbers so we would be seated on the flight together. I was informed they could link the numbers but not guarantee we would be seated next to each other. However if I wanted to buy my seat in advance then this would be guaranteed. I was not giving this money-grabbing airline another opportunity to take more money from me so I refused this option. My husband tweeted the airline and received two more replies stating they could not help with this. When online check in opened my husband and I were allocated seats 10 rows apart and could not change this. Phoning the call centre resulted in being told the check-in staff could assist. Arriving at Heathrow the check in staff informed us there was nothing they could do but ask at the gate. The staff at the gate told us they could do nothing and had already told another family they would not be seated together. The only person who offered any form of assistance was a wonderful staff member at Changi airport on the transfer desk when we stopped, who managed to seat me across the aisle from my husband from the Singapore-Sydney leg. This woman did not even work for British Airways but was the most helpful. Not one British Airways staff member apologised for this. The cabin crew on both flights clearly did not enjoy working in Economy. A request for alternative food was ignored repeatedly and staff were outright rude to passengers who asked for a landing card towards the end of the flight (I was told to go get it myself at the back of the plane). I will only be flying with Emirates or Singapore Airlines in the future who know how to look after their passengers.",0.1
1395,2015-08-04,,"British Airways customer review I am a Silver Card Holder, work in aviation and fly around 3-4 times a week. Up to 2 months ago I was loyal to BA as it is an 'English Airline with English Values' but this loyalty was unfounded. My main issue now with BA is the age and quality of the aircraft they are now flying. On frequent trips to Dubai with BA on a 30+ year old 747-400, it seems that BA has removed all cabin quality standards and is waiting to send the aircraft to the graveyard. The seats were old and falling apart, not one thing on this aircraft worked correctly. The arm rests were damaged and the cushions flattened. The inflight entertainment was shambolic, the screens did not work correctly and were in need of either overhaul or an upgrade about 10 years ago. On short haul flights, in business (LHR-MUN), the 'upgraded cabin' is a bit of a con. The seats are lightweight. Uncomfortable seat foam with less leg room, the faux leather is horrible to sit on and does not let you breath especially when you are sitting on the aircraft without AC on. My worst experience was trying to fly back to Munich from London. It was an old A320. As we took off the pilot had to do an emergency landing. On landing, they say that they were trying to fix the problem and kept us on board. This I feel was a lie as it so happened that they let the 100 + passengers off as the last flight to London departed. We then had to stand around for 2 Hours trying to get rescheduled onto the next day flight and hotel accommodation which even though they knew we were coming had not prepared anything. Next day we flew home on the aircraft that we had originally taken off in. I would not recommend BA at present, even the new A380 I flew on to LA had so many faults and badly thought through. I will miss the easy access of Terminal 5 and lounges that I earned through loyalty as many other customers do. However the age, quality of the aircraft along with the new bullish attitude of customer care has lost me as a customer.",0.1
1396,2015-08-04,,"British Airways customer review I am a regular user of BA and generally find the airline to be OK but not outstanding. This flight was fairly full , departed on time and check in was very quick. In my opinion the 747 fleet of BA needs either replacement of extensive refurbishment, these aircraft are all old and look it in the interior. The seats were past their prime and quite uncomfortable. The food offering was very poor, no fresh items either at dinner or for breakfast. Staff were OK, punctuality was good and baggage delivery although not fast was acceptable. Inflight entertainment was good but the TV screens are from a previous age with quite poor quality",0.2
1397,2015-08-04,,"British Airways customer review The flight left on time and arrived early, which was great. The B747-400 fleet of BA needs either replacement or complete refit of the interiors. The aircraft was old and looked it. The food was pretty standard but compared with our earlier Cape Town to London flight much better and more complete, why the lack of consistency is unclear. The inflight entertainment offering is good but the TV screens are small and worn delivering poor quality images. Staff were excellent, efficient and friendly and went out of their way to make the journey more pleasant",0.6
1398,2015-08-04,,"British Airways customer review The outgoing flight was fine, the return flight was cancelled due to an issue with the plane. I understand this happen as I am a seasoned traveller, however what happened next was unacceptable and what you would expect from a low class airline. We were handed tickets for an American Airlines flight from a different O'Hare terminal and told ""you have to go now"". The terminal was in chaos and travelling from the international terminal to terminal three took one hour. Getting boarding passes and going again through security was another hour or so but the flight was delayed and left two hours late. Flight was very mediocre and not what I had paid for with BA. We arrived in London and guess what - no bags, even though we spent more than 5 hours in Chicago Airport and were assured our bags were on the flight. That was Sunday now it is Tuesday, no on has contacted us and no updates.",0.8
1399,2015-08-04,,"British Airways customer review The seat that I had booked 24 hours in advance (a window seat) had been changed without my consent to the middle of the cabin, I complained to the staff at the gate and they said there was nothing they could do about it as the flight was full. Once onboard I discoverd that the interior was worn and the seats very uncomfortable. The in-flight entertainment or the VOD (video on demand) system apeared to be VHS and was broken for my seat, one of the cabin crew had to do a reset it which took over ten minutes. The screen was very pixelated and the sound did not work very well which meant that watching the in-flight entertainment was more tiring than not watching it. The food was average but seemed to match the aircraft as it was dull and tasteless. As this was an overnight flight I expected to be able to get somewhat more than a 30 min nap which was interupted, any sleep was not possible due to the fact that there was 5 infants in the world traveller cabin all of which at least 3 were shrieking at any given time. The Boeing 777 should not be still used on long haul flights as it does not live up to the standards of BA's Airbus A380's or Boeing 747 flights. I had an excellent flight out on BA and an amazing stay in Washington D.C but the flight back put a dent in the enjoyment of the holiday.",0.1
1400,2015-07-28,,"British Airways customer review I have flown in business class with BA on many occasions and found the service to be hit and miss. If you get an indifferent crew - which, in my experience, is not far off half the time - they want you to eat your dinner as fast as possible, go to sleep and not bother them any more. Once such a crew spot the blankets coming out they cease interest in you, never check on you, and leave you to ask for everything. I have never had that experience in business class with other airlines, for example Emirates, EVA or Lan Chile, quite the opposite. Anyway, BA were offering a special price to upgrade (cash only) to first on my Vancouver-Heathrow flight. I thought I'd try it. It was a waste of money. The first sign of trouble was the fact that I was not welcomed or addressed by name - an absolute must I think. Then the (male, and they tend to be the worst on BA, I am sorry to say) flight attendant came round handing out menus as though we were in economy - he just doled them out rather than hand them to, and speak to, each passenger in a personal manner. The wine selection didn't seem so very much better than business class and when I asked a specific question (flavour of champagne) the flight attendant didn't know the answer. I eat slowly and was still on my main course (lamb, and rather dry) when the dreaded time arrived for the blankets to make their appearance. I thought 'Oh no, surely not in first'. Well, I was wrong. I was left staring at my dirty plate and eventually had to summon the flight attendant and ask to see the menu for dessert. After that, unbelievably, I was abandoned again and, in protest, got up from my seat and went off in search of a crew member. I asked to speak to the cabin services director (female, delighful manner) who was full of apologies, of course, and off I went back to my seat. When I was finally given coffee, the flight attendant who brought it (another female) confided that BA don't have the staff numbers to pay the same attention to first or business passengers that some other airlines do, I couldn't believe my ears. As for the cabin, being in the nose of the 747,I felt cramped. The mood-changing lighting doesn't compensate for the dark, monotone blue of the seats and carpet. The in-light entertainment was to my surprise just the same as on the rest of the plane. I know this reads like a demolition job on BA but I have made no exaggerations. I really think Willie Walsh should don a false beard and shades and take a decent number of flights in business and first on his own planes. He'd find out for himself. I want BA to be the best and it simply isn't. Lastly, my experience of the hit and miss service of BA business class is shared by every other person I have ever mentioned it to. If you're flying BA stay in business class, you're not missing anything.",0.5
1401,2015-07-27,,"British Airways customer review This review is written due to what I feel is true reflection of the decline of a once great airline. Check in took 30 minutes as the agent was dealing with a couple and escorted them to the lounge and made us wait until he returned. The first class security lane was manned by the rudest staff I have ever come across. The lounge was fine, but it is looking tired. Service good and range of menu was broad and wines good. No priority boarding, had to queue in the airbridge for 10 minutes, no greeting at the door, no escort to seat, no jacket hung up and the seat was dirty (covered in crumbs and other such food). Opened two magazines both torn, ripped and in rag order. Staff very pleasant, professional, and very helpful. Food ok not First class, wines good. The entertainment system was broken and kept rebooting itself. The seat would not lie flat and hard to move. Bought on board duty free and asked would I need a sealed bag to bring it through to my connection told yes. Deplaned, no escort, no gate to go to, given wrong directions to the lounge. Had to clear immigration although not entering the UK, waited 45 minutes to be told duty free I bought on board could not go through I would need to go to check in although told the opposite on board. This was done, had to reclear security again, got to the lounge asked for a shower, told too busy. Connection flight was delayed by one hour, waited at the gate. Flight to Dublin short, salad served and tea. Priority bags were the last bags on the belt. Overall this is not first class, it is not even premium economy. I fly 12-14 times a year and gold level. BA you have lost your edge, I will stay loyal to Qatar, Emirates and Cathay Pacfic whose consistent hard wear and soft product is worth the money and deserves my business. My advice do not waste your money with BA, it's service cutting to the point of insult.",0.2
1402,2015-07-27,,"British Airways customer review Quick online check-in and boarding passes with the BA mobile APP. It is so easy to use and definitely helps you to get rid of those annoying loose bits of paper from your cabin bags. Manchester Airport Terminal 3 is bursting at the seams during the summer holiday mornings. There's a severe lack of seats in this terminal but despite this, the security check didn't take too long at all. The BA ground staff at Manchester seemed friendly enough and boarded strictly in groups from the back of the aircraft to the front. This helps stop the queuing in the aisles onboard to get to your seat. We were greeted at the aircraft door by a couple of cheerful and friendly crew. The refreshed cabin now looks very modern, welcoming and clean. The comfort of the new seats and the space on this aircraft (A321) I feel would be more than sufficient for a flight of 2-3 hours or so (I'm 5ft 11""). With a fully loaded cabin and a flight time to Heathrow of just over 30 minutes the crew were quick into action. We were offered a hot breakfast bacon wrap, orange juice and tea or coffee, perfect for such a short flight and definitely helps set BA apart from the competition. The flight arrived into Terminal 5 a few minutes ahead of schedule and outside the UK Arrivals area less than ten minutes later.",0.1
1403,2015-07-27,,"British Airways customer review I am a very frequent long haul traveller and although I will often choose the Asian carriers (e.g. Singapore Airlines, JAL, Cathay) over British Airways, being based in London means that I do often fly with BA. I find BA's long haul business class offering though innovative when it was launched in the 90s has now been way outclassed by many of its competitors. The seats don't quite lie flat (and it's not unusual to get a broken seat) and half the passengers have to go backwards and climb over other passengers to get out - I can't think of any other major airline that has this any more in business class. I am told by a BA contact that they considered changing the configuration for the A380s, but didn't in the end. Worst of all, I find the onboard service incredibly inconsistent - most often it's a little begrudging, occasionally it is excellent and sometimes it is downright awful. I was particularly annoyed at my customer service experience on a flight from LHR to Tokyo Haneda, when settling down in my seat, I looked down to find a dirty napkin, used earplugs and toothpick and significant quantities of broken glass around my feet (good job I hadn't taken my shoes off at this stage). My husband flagged down a member of cabin crew, who said she would come and clear it, but didn't. I flagged down the Cabin Services Director who did bring a dustpan and brush and said he would report it. Upon my return, I complained to BA. After three weeks, they deigned to reply, but it was on the lines of 'our cabins are always cleaned to the highest standards, we are sorry you didn't find this to your liking' - effectively implying that I was making a fuss over nothing.",1.0
1404,2015-07-26,,"British Airways customer review Booked for our trip to Uganda, in Feb 2015 we spent £1450 for 2 return tickets, had to pay an additional £100 to reserve seats on the flights. About 2 days ago I received a text message (not a call) saying that our flight had been cancelled - left us in the dark until I had to phone their 0844 number to get transferred to a Delhi call centre, when I was told I could get a full refund they tried to only refund me for the flights and not the seats on this now, non existant flight. I had to phone back a further 2 times to get through to someone that could understand that I did want my £100 as well. In a nutshell, I will not book with British Airways again,",0.3
1405,2015-07-25,,"British Airways customer review Flew Club Europe from Istanbul to Heathrow, excellent flight with quick and easy boarding. The service was as always to a high standard with a good selection of choices for the evening meal. Entertainment was OK for the flight. Nice touch being able to leave the plan first, it can make all of the difference for the lines at T5.",0.1
1406,2015-07-25,,"British Airways customer review Flew Club Europe to Istanul on 767, boarding was speedy and boarding completed quickly for an on time departure. The flight was excellent and the crew in Club Europe were as always providing excellent service and professional at all times. Although the 767 is showing its age, I still prefer this aircraft to the A320's which also are used on this route, on the 767 at least the Club Europe seats are comfortable and offer plenty of leg room unlike the new Club Europe which is used on the A320's which is in reality going back to the days of charter airlines! So come on British Airways lets go back to the old configurations where we have plenty of leg room in Club Europe and reduce the rows of seats, we do not want Low Cost Airline look alikes otherwise we would fly them, we choose BA because we are loyal to you so bring back your old standards once again.",1.0
1407,2015-07-25,,"British Airways customer review BA seems to be losing its ability to run an airline. I have had 4 flights canclled in the last 3 months, 3 of them while I was at the gate. Every flight which does operate is delayed. Staff attitude is appallimg, they just don't seem to care. I have no compensation. My step daughter was deinied boarding due to BA overbooking. BA then messed up her rebooked flight and then lost her luggage. No apology and no compensation. Should their slogan be "" Not to Fly, Not to Serve""?",0.9
1408,2015-07-25,,"British Airways customer review Previously a loyal BA customer, I Usually travel economy on shorthaul but I am 6'4"" with long legs and am very uncomfortable unless I can get Exit row. So on this flight I took advantage of a what I thought was a reasonably priced Club World ticket expecting the past 34 inch seat pitch. Horrified to find on boarding that BA have reduced the seat pitch to 30 inch - exactly the same as in economy. The presence of an empty middle seat and pathetic little table for your tablet computer is no compensation. Fortunately this was a short flight but even so I was extremely uncomfortable. Cabin staff and other passengers said there had been loads of complaints but clearly BA don't care. I sometimes go to Cyprus and the thought of a 4 hr+ flight in these cramped seats puts me off totally. The meal was passable but as the flight took off a couple of minutes before midday it was classed as ""late breakfast"" and no wine was served. It is clear that BA are putting profit over customer service and I am amazed that anyone travels Club Europe. Later in the year I was due to travel to South America via Madrid in Business Class but have now cancelled and switched to another airline. In future I will avoid BA shorthaul wherever possible.",0.1
1409,2015-07-23,,"British Airways customer review Booked a hand luggage only fare at short notice so it was pricey. Allocated a decent seat but amazed at charge of €26 to change it so didn't bother. Flight seemed to be full of families split up probably for the same reason. A ripoff. Flight was late, usual excuse of late arrival from a previous flight. Flight deck crew affable. Food and drink good and free, a bonus. Cabin attendants, an older purser up front a bit patronising. The two in economy were really going through the motions, no eye contact and perfunctory service. 1 drink served in a 2.5 hour flight. For the last hour the two at the back were eating Club Europe meals which I saw them bring from the front. This was BA2591 on 22 July. Not great.",0.1
1410,2015-07-20,,"British Airways customer review I might have been in economy for service, food and seating, 8 abreast. No room to move. If you are over 80kg or 6', you're squashed completely. WC clean with paper towels. Adequate IFE. The difference between older crew on prior sectors and young cabin crew on this flight was stark. They were polite and totally wooden. On past sectors the older crew took the time to know you and, as a frequent flyer, even say thanks for choosing BA. Hung clothes returned crushed. The dinner was the same as Jet Airways domestic economy. Breakfast at 03.30 a bit of fruit, tepid tea, pastry and egg roll served out of alfoil. Club World is like a stretched Economy with a Business Class fare.",0.5
1411,2015-07-18,,"British Airways customer review Concord lounge was more business class then first. Boarding smooth, aircraft clean. Didn't like the seat much, B777 the seat is closer to the windows then the A800 which is more preferable for me. Crew professional, no WIFI, just repeat that no WIFI, food selection limited as they had a 'catering issue'. If I booked and paid for First Class I shouldn't have to hear they had a catering issue. I had the sampler selection without the wine coupling. The portion were small so had to ask for more food from a la carte, overall the food was not fantastic. Saving grace has to be BA cabin crew very polite and attentive.",0.3
1412,2015-07-17,,"British Airways customer review Having read many reviews on here I was somewhat sceptical about flying Club World with BA, however, I was pleasantly surprised by the comfort, service and overall experience that we enjoyed on this 13 hour flight to Kuala Lumpur. We had front row seats 10A and 10B, 10A window seat is reverse facing and 10B is an aisle forward facing seat, the seats were very comfortable and we got a solid 8 hours sleep. We were concerned that seat 10B would get disturbance from the galley and washroom which were in front of it, however, this was not the case and would recommend this seat, it also has no one stepping over you to get out of their seat, seat 10A gives good privacy if needed by raising the divider, but you do have to step over the legs of the person in seat 11B to get out, not a huge problem but sometimes difficult when dark. Very attentive and cheery cabin crew, they maintained this good level of service for the full 13hour flight. The food was just about acceptable, champagne was offered pre take off and during flight, wine selections ok. I would be happy to travel BA Club World again on this 777-200 aircraft in seats 10AB or 10JK, but I do prefer the Upper Deck on the 747, sad will be the day they retire the good old Jumbo, I'm not a lover of the new A380.",0.6
1413,2015-07-17,,"British Airways customer review LHR-BKK-LHR. Started badly with all the Ryanairesque baggage warnings at Terminal 5. BA's low 23kg baggage allowance had me nervy. Seating offered less legroom than competitors and seat not very comfy. Outward food superb, best economy meal I've had in a long time. Return trip horrible. At check-in I was under 30kg but over the 23kg derisory BA limit. Was asked for £65 more but declined. When I quoted Thai Airways 30kg limit I was invited to buy a ticket with them. So I had to put on loads of clothes and dump a few cheap items to get my boarding pass. On the plane I had to sit next to a very fat man (not BAs fault) and the food was disgusting. Some rubber chicken with four strips of gravy-sodden potato wedges. No vegetables. Second meal only accompanied by tasteless square of sponge. No salad, yoghurt or other goodies. Between the 2 meals a goody box was given out with an oat bar and a few other bits which was nice. IFE had the smallest screen I have ever seen, and a poor choice of films. Return flight journey progress constantly broke down. Generally, a poor experience considering BA's prices. Will not be using BA again.",0.8
1414,2015-07-17,,"British Airways customer review LHR-NCL-LHR economy on newly refitted Airbus narrowbody. The seats have so little legroom, it has the feeling of a budget airline (far from budget prices!) but OK for a short flight. The problem is this seat configuration is used throughout Europe and it's possible to be in such cramped conditions for a longer flight. Upgrading to business isn't a solution as there's no extra legroom on these planes. Have flown both Swiss and Norwegian in the past few weeks as well. Both had more legroom. Would recommend Norwegian (great airline - cheap, comfy, free wifi) but not Swiss (dreadful customer service). BA cabin staff continue to be very mixed : some attentive, polite and helpful. Others are downright rude (as one was on this flight) Overall, BA can be great, but sometimes not so much.",0.2
1415,2015-07-16,,"British Airways customer review Recently flew BA from LHR to ORD, 64A, Upper Deck in Club World. Excellent experience with great service and a good food selection too. The crew were professional and very attentive but the ration of crew to passengers hels as there are only 20 seats on the upper deck with two dedicated crew. The seat was comfortable with plenty of room and storage under the windows was a great help too. The inflight entertainment was OK but the selection was very limited compared to what it used to be, BA could do more to add a much wider variety to its film selection, otherwise a great flight.",0.5
1416,2015-07-16,,"British Airways customer review Flew First Class 2A from Chicago to London, easy boarding and excellent service provided at all times by the cabin crew in First Class. The food was excellent and a good selection available too. Breakfast was good with a nice selection with plenty of organge juice and tea which came in a pot which was a lovely touch. If you are flying British Airways and connecting from an American Airlines domestic flight do note that you can now transfer from T3 to T5 at Chicago airside by shuttle bus which runs every 30 mins thus avoiding the security lines in T5, this applies only to BA Passengers tranferring from an American Airlines or American Eagle flight to a British Airways flight.",1.0
1417,2015-07-15,,"British Airways customer review I was amazed that this airline charges extra to book a seat in advance. I have never seen that on any of the non-discount carriers, especially in business class. When I pay for a business seat I expect that seat section will be free and I won't be charged for another $147. The b-class is not uncomfortable, just configured weirdly, with little storage space near the seat. The FAs have to constantly lean over the person in the aisle to get to the person at the window, which is annoying and probably makes extra work for them. The food was flat out lousy-it looked like bad microwave fare. The service was OK, nothing special. Although I wasn't going to watch any in-flight entertainment, I did check it out. Pretty meager selection. If given a choice, I don't think I will fly BA after this trip is over.",1.0
1418,2015-07-15,,"British Airways customer review First leg CAI-LHR was on time, flight crew was pleasant, but the seating was very cramped and legroom almost non-existent. The second leg LHR-JFK wasn't much different with helpful crew but horrible seating space. My knees were pressed against the seat in front of me constantly and had to relieve them one at a time. It used to be a flagship carrier but now it's not much better than a budget airline. Will do my best to avoid.",0.4
1419,2015-07-14,,"British Airways customer review Travelled in party of four with prebooked seating 4 abreast outbound, 2 abreast inbound. Cabin clean, well presented and tidy with good welcome. Not a full flight but approx 80% loading. The level of service from cabin staff was excellent. Service got underway quickly with full choice of menu and drinks available. Good, clear and short information from flight deck. Toilets were clean and tidy throughout flight. Lights dimmed two and a half hours into flight to allow rest with water rounds taking place by cabin crew. Good English breakfast served 1.5 hours out of JNB. Return flight good with attentive cabin staff and quiet cabin enabling some sleep. Food did not seem to be of such a good standard on this leg. BA on these flights provided excellent service and we were impressed. TV screens a little too small.",0.1
1420,2015-07-09,,"British Airways customer review Same tired plane back to London. Ground and cabin staff were friendly, pleasant and helpful. A first on this series of flights. Flew on the same plane on the way from LHR to IST (see other recent reviews). Moved to row 1 for more space. Still sub-standard and why, why put economy seats in business class? Lounge was crammed and noisy pre-flight. I joined Star Alliance as a Gold Member so at least got to see the Miles and Smiles lounge. BA, look around don't rest on last century's efforts. I've flown BA First but just wouldn't any more. Responding to Skytrax reviews may just help increase profits. I must say, apart from the cheery crew on BA 677, the polite but totally disinterested service (when it exists) and old, cramped cabins will be my memory of this business trip.",0.5
1421,2015-07-09,,"British Airways customer review All I can say is mediocre. Having flown this route with other airlines in business class, I believe I have been spoilt. The British Airways product is old and just adequate. TV screen small and poor quality, food okay but nothing more, seating poor. The one highlight was quality of service from the crew. I had nothing to actually complain about, but nothing to make me want to use this product again.",0.3
1422,2015-07-08,,"British Airways customer review I have been flying between Dublin and London once every 2 weeks on average since the beginning of the year, and I have regularly used British Airways at the beginning. However, I have found their new policy of asking for £15 for seat selection (even at check-in) really annoying, unnecessary and insulting to loyal customers. Fair enough if they want to charge for pre-booking of seats, but at least they should allow selection at check-in time in line with their direct competitors on the same route (Aer Lingus). I have also found the service (food, drinks etc) extremely poor for the fare charged, even for the short sector. If they continue their money-grabbing policy I will definitely and happily give more of my business to Aer Lingus and Cityjet which operate the same route and seem to not treat their customers as infinite cash cows.",0.5
1423,2015-07-07,,"British Airways customer review Uncomfortable, serviceless, low class. I had low expectations and they weren't met. Club World has gone from leading to lagging. Cramped pods (8 seats across when others have 6), and a tired old plane. I usually fly in an aisle seat but know better on BA, so was in a window seat. The passenger next to me was repeatedly woken as food was handed over or spilt on him. After the service the polite cabin crew disappeared. Only one bottle of water all flight. The food was tasteless, overcooked and the presentation with fast food condiments reminded me of fast food chain. At the price this is the worst product in the skies. Seat was broken and IFE clunky. Being used to CX, QF, SIA, Finnair, Air Tahiti Nui, AA, Lan Chile and more, I hesitate to call it business class because it isn't.",0.3
1424,2015-07-07,,"British Airways customer review Expected Club world got Club Europe - the same as Economy on any decent airline. Food was okay, plied with alcohol if you wanted it. Must be the oldest aircraft in the fleet. No IFE other than a 24"" screen for the cabin. Was told by the ground crew that my qualifying international cabin bag needed to be checked in, not happy. It's been on international and domestic roll aboard other than on a turboprop. My colleague had the same. Officious and uncalled for. Exactly the same cabin bags were rolled aboard 4 days later on the return flight. Seats were economy class and cramped with little recline and less pitch than economy on many airlines. Why pay for Club Europe business class when you don't get it?",0.2
1425,2015-07-07,,"British Airways customer review I managed to switch to upstairs on the 744, so happy as it is a quiet space. Seat 64A footstool was broken, so the night was uncomfortable. We left Singapore around midnight and got into LHR at 0441hrs, so sleep was intermittent as I tried to adjust the seat to compensate. Food out of Singapore was okay but still lacking. One pleasant attendant, one grumpy. No Fast Track on landing because we got in early, so queue with coach tours. I'm stuck on British Airways this trip but won't be booking by choice again.",0.1
1426,2015-07-06,,"British Airways customer review Adult meals ran out, just sausage and potato left, no children's meals available! Return flight delayed by 7 hours as plane was not in a safe condition. Scheduled flight at 8pm departed at 3.30am! They had to fly one in to Orlando all the way from Cardiff - a bad joke. No children's meals available.",0.2
1427,2015-07-06,,"British Airways customer review Very good all business class flight, only issue experienced was the slow bag delivery upon arrival in JFK. Food exceptional and service provided was good. The seats were full flat. Ipad provided for inflight entertainment, with several films, tv shows etc. A good flight albeit a little expensive.",0.3
